-749994.0514502  -499846.3682905  -5106496.672122 
-749962.907748  -499865.940855  -4085197.031128 
-749963.5052131  -499814.6114218  -3063897.773346 
-749964.9677102  -499736.7093042  -2042598.515564 
-749968.7475315  -499612.2632293  -1021299.64096 
-749983.2109437  -499399.8168288  -0.3831641789948 
-749981.7206382  -499387.8186901  51064.57972492 
-749979.3933957  -499375.4027455  102129.5426159 
 -749977.9785  -499362.7128224  153194.5055087 
-749973.0741921  -499349.4443494  204259.4684014 
-749967.1229357  -499335.7684246  255324.4312935 
-749959.1135239  -499321.6318465  306389.3941868 
-749939.7850101  -499306.7657573  357454.3570872 
-749898.0514998  -499291.0585262  408519.3199966 
-749770.2949566  -499273.8198716  459584.2829441 
-748850.0182752  -499250.7584628  510649.2462421 
749978.3021848  -499190.8038076  561714.8722629 
749978.6933593  -499172.1954204  612779.8351566 
  749978.9513  -499152.9149175  663844.7980483 
749979.2742729  -499133.0313831  714909.7609389 
749979.5250615  -499112.4017927  765974.7238306 
749979.7713762  -499090.9876323  817039.6867219 
749980.006898  -499068.8242272  868104.6496136 
749980.2036114  -499045.7739419  919169.6125055 
749980.3960802  -499021.9895303  970234.5753977 
749980.588256  -498997.1408207  1021299.53829 
749980.7849812  -498971.4588074  1072364.501183 
749980.9552235  -498944.7241512  1123429.464075 
749981.1252067  -498916.9494218  1174494.426968 
749981.2846954  -498887.989212  1225559.389861 
749981.4427305  -498857.8827674  1276624.352755 
749981.5933452  -498826.5019261  1327689.315648 
749981.7390186  -498793.8637069  1378754.278541 
749981.883761  -498759.8721205  1429819.241435 
749982.0205387  -498724.3075317  1480884.204329 
749982.157087  -498687.2142963  1531949.167223 
749967.7460611  -498480.1454294  1583014.130117 
749982.4147705  -498608.022723  1634079.093006 
749967.3740242  -498374.9600135  1685144.055907 
749982.6696262  -498521.4611681  1736209.018796 
749967.0451601  -498259.3222862  1787273.701119 
749982.9055975   -498426.5051  1838338.94459 
749966.7829504  -498131.7469524  1889403.626897 
749983.131691  -498322.0026989  1940468.870385 
749966.5343349  -497990.7329813  1991533.552675 
749983.3498815  -498206.5932318  2042598.796178 
749966.3502285  -497834.2900697  2093663.478453 
749983.5625282  -498078.6628186  2144728.721975 
749966.1910449  -497660.1244379  2195793.404231 
749983.7648099  -497936.4443703  2246858.647773 
749966.081882  -497465.4030444  2297923.33001 
749983.9556717  -497777.7848499  2348988.573574 
749965.9982434  -497246.7160236  2400053.255788 
749984.1399204  -497600.0883054  2451118.499377 
749965.9633279  -497000.304357  2502183.181566 
749984.3146765  -497400.0466306  2553248.425183 
749965.9643369  -496720.6383564  2604313.107344 
749984.484216  -497173.674954  2655378.35099 
749966.0167653  -496401.6570755  2706443.033122 
749984.6517964  -496916.0199495  2757508.276797 
749966.1164916  -496035.7695025  2808573.239716 
749984.8096476  -496620.7808975  2859638.202605 
749984.885429  -496457.3700249  2910703.165539 
749984.958928  -496280.5201138  2961768.128453 
749985.0313934  -496090.5096295  3012833.09137 
749985.1004205  -495884.3227741  3063898.054289 
749985.1682398  -495661.4276052  3114963.01721 
749985.2330974  -495419.5839151  3166027.980134 
749985.2949169  -495156.3751978  3217092.943062 
749985.3538476  -494868.4687562  3268157.905995 
749985.4100235  -494553.9971143  3319222.868931 
749985.4623554  -494208.7340141  3370287.831875 
749985.5116222  -493827.1847341  3421352.794827 
749985.556691  -493404.2882674  3472417.75778 
749985.5971268  -492933.7219533  3523482.720738 
749985.6324629  -492407.2969262  3574547.683689 
749985.6618262  -491814.2877872  3625612.646645 
749985.6843287  -491142.6173557  3676677.609596 
749985.6987889  -490375.4205006  3727742.572566 
749985.702939  -489489.3486708  3778807.535561 
749985.6965086  -488467.4418378  3829872.498352 
749985.6714756  -487227.1052294  3880937.46133 
749985.6266913  -485739.2040479  3932002.424376 
749985.5535976  -483895.4695275  3983067.387458 
749985.4371388  -481509.5379918  4034132.350588 
749985.246718  -478199.5501291  4085197.313795 
749984.8891687  -472828.9032286  4136262.277289 
749993.3724572  499814.0970889  4187327.340109 
749962.8429256  499872.0274585  4238391.919796 
749962.7948345  499874.016823  4289456.882685 
749962.7765724  499875.9612997  4340521.845574 
749962.7593584  499877.8621431  4391586.808463 
749993.573854  499824.6445965  4442652.154553 
749962.7605528  499881.5663858  4493716.734241 
749962.7181635  499883.3452845  4544781.69713 
749962.7019902  499885.1048974  4595846.660019 
749962.6863959  499886.8393172  4646911.622908 
749962.6739238  499888.5370982  4697976.585797 
749993.820019  499835.2275346  4749041.931888 
749962.6540389  499891.8556039  4800106.511576 
749962.6437533  499893.4583706  4851171.474465 
749962.6283445  499895.0526904  4902236.437354 
749962.6177151  499896.6063768  4953301.400243 
749962.6073508  499898.1301684  5004366.363132 
749994.047253  499844.8961578  5055431.709224 
749962.6139771  499901.1193639  5106496.28891 
